,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,dados_churn
367,637,0,1,41,2,0.0,2,0,1,102515.42,0,4,1,325,0
368,499,0,1,60,7,76961.6,2,1,1,83643.87,0,1,2,514,0
369,622,1,0,34,7,98675.74,1,1,0,138906.85,1,5,1,995,1
370,684,1,1,37,1,126817.13,2,1,1,29995.83,1,1,1,511,1
371,612,0,1,32,3,121394.42,1,1,0,164081.42,0,1,2,588,0
372,813,1,0,29,5,106059.4,1,0,0,187976.88,1,5,1,331,1
373,850,1,1,44,2,112755.34,2,0,0,158171.36,0,5,3,842,0
374,795,2,1,29,4,0.0,2,0,0,155711.64,0,3,1,902,0
375,628,2,0,55,7,0.0,3,1,0,85890.75,1,3,0,791,1
376,565,1,0,38,7,145400.69,2,1,1,83844.79,0,2,1,289,0
377,601,0,1,39,3,72647.64,1,1,0,41777.9,1,4,1,809,1
378,802,2,1,40,4,0.0,2,1,1,81908.09,0,3,0,841,0
379,614,1,0,37,6,96340.81,2,1,1,139377.24,1,2,0,662,1
380,434,2,1,55,6,0.0,1,0,1,73562.05,1,5,2,821,1
381,522,1,1,32,8,124450.36,2,1,1,165786.1,0,3,1,721,0
382,550,1,1,36,2,113877.23,2,1,0,174921.91,0,5,0,980,0
383,599,2,1,25,3,0.0,2,1,1,120790.02,0,1,2,488,0
384,493,0,0,36,5,148667.81,2,1,0,56092.51,0,4,0,921,0
385,755,0,1,34,3,0.0,2,1,1,158816.03,0,1,2,671,0
386,605,0,0,62,4,111065.93,2,0,1,125660.99,0,1,2,868,0
387,708,0,1,41,0,0.0,1,1,0,128400.62,0,5,1,315,0
388,699,0,1,44,8,158697.61,1,1,0,107181.22,0,2,0,963,0
389,763,0,0,53,4,0.0,1,1,0,77203.72,1,5,1,569,1
390,743,2,1,25,6,0.0,2,1,0,129740.11,0,2,1,748,0
391,660,0,0,48,0,90044.32,2,0,1,187604.97,1,5,3,351,1
392,619,1,1,38,10,84651.79,1,1,1,184754.26,0,4,3,591,0
393,739,1,1,32,3,102128.27,1,1,0,63981.37,1,2,0,979,1
394,769,1,1,60,9,148846.39,1,1,0,192831.67,1,5,1,310,1
395,692,0,1,69,10,154953.94,1,1,1,70849.47,0,3,3,648,0
396,560,0,0,30,0,108883.29,1,1,0,27914.95,0,5,1,469,0
397,607,0,0,48,4,112070.86,3,1,0,173568.3,1,5,3,948,1
398,630,1,1,29,6,131354.39,1,0,1,9324.31,1,4,3,846,1
399,767,1,0,45,7,132746.2,2,1,0,26628.88,1,1,3,313,1
400,543,0,0,34,8,0.0,2,0,1,145601.8,0,5,3,236,0
401,776,0,1,39,8,125211.55,2,1,0,144496.07,0,3,3,476,0
402,535,2,1,58,1,0.0,2,1,1,11779.98,1,4,2,927,1
403,549,1,1,36,6,139422.37,1,0,0,83983.39,1,1,1,720,1
404,844,0,0,28,4,0.0,2,0,1,123318.37,0,4,2,302,0
405,586,1,0,47,5,157099.47,2,1,1,65481.86,0,1,0,576,0
406,583,0,1,40,3,0.0,2,1,0,47728.0,0,5,2,648,0
407,701,2,1,26,5,83600.24,1,0,1,59195.05,0,2,0,916,0
408,726,0,1,28,2,0.0,1,0,0,98060.51,0,1,3,983,0
409,829,1,1,36,4,81795.74,2,1,0,90106.94,0,2,0,746,0
410,749,2,1,38,9,129378.32,1,1,1,13549.34,0,4,0,633,0
411,743,0,0,46,9,0.0,1,1,0,113436.08,0,2,0,761,0
412,619,2,0,56,7,0.0,2,1,1,42442.21,0,1,2,652,0
413,699,0,1,22,9,99339.0,1,1,0,68297.61,1,4,0,551,1
414,749,2,1,36,7,0.0,2,0,0,80134.65,0,3,0,936,0
415,600,1,0,29,6,74430.1,2,1,1,96051.1,0,2,0,366,0
416,760,2,1,38,3,91241.85,1,0,1,80682.35,0,5,1,840,0
417,528,1,1,32,2,99092.45,1,0,1,111149.98,0,5,2,859,0
418,630,0,0,26,5,0.0,2,1,0,182612.38,0,5,0,437,0
419,683,1,0,39,2,100062.16,2,1,0,109201.43,0,3,3,829,0
420,677,1,0,26,6,98723.67,1,0,1,151146.67,0,5,1,425,0
421,669,2,1,29,9,0.0,1,1,1,93901.61,0,5,0,335,0
422,693,0,1,43,6,128760.32,1,1,0,36342.79,0,2,2,488,0
423,612,2,0,52,5,144772.69,1,0,0,98302.57,1,4,2,818,1
424,719,2,1,44,4,0.0,1,0,0,84972.9,1,5,0,582,1
425,702,0,1,26,2,71281.29,1,1,1,108747.12,1,5,2,296,1
426,755,0,1,29,9,117035.89,1,1,1,21862.19,0,5,2,301,0
427,514,0,1,26,1,0.0,2,0,0,121551.93,0,4,0,885,0
428,753,0,0,40,0,3768.69,2,1,0,177065.24,1,3,2,620,1
429,548,1,0,36,2,108913.84,2,1,1,140460.01,0,4,3,800,0
430,850,1,1,28,2,101100.22,2,1,1,35337.31,0,1,2,711,0
431,612,0,0,38,7,110615.47,1,1,1,193502.93,0,5,0,802,0
432,628,1,1,33,8,152143.89,1,1,1,32174.03,0,5,3,694,0
433,479,0,1,47,6,121797.09,1,0,1,5811.9,1,2,2,451,1
434,724,0,0,41,5,109798.25,1,0,1,149593.61,0,1,2,829,0
435,512,1,1,41,7,122403.24,1,0,1,37439.9,1,2,0,681,1
436,638,0,0,43,3,145860.98,1,1,1,142763.51,1,3,1,578,1
437,834,2,1,40,7,0.0,2,0,0,45038.74,0,1,0,886,0
438,781,0,1,29,9,0.0,2,0,0,172097.4,0,4,3,867,0
439,707,1,0,48,7,105086.74,1,1,1,180344.69,1,5,2,744,1
440,670,0,1,22,2,114991.45,1,1,1,37392.56,0,1,0,997,0
441,663,2,0,33,8,96769.04,1,1,1,36864.05,0,4,1,852,0
442,624,0,0,23,5,0.0,2,0,0,132418.59,0,5,1,965,0
443,598,0,0,34,4,0.0,2,0,0,60894.26,0,4,3,239,0
444,619,1,1,23,5,132725.1,1,1,1,143913.33,0,3,2,531,0
445,792,0,0,70,3,0.0,2,1,1,172240.27,0,4,2,524,0
446,683,0,0,26,7,0.0,2,1,0,86619.77,0,4,0,687,0
447,691,0,0,33,6,0.0,2,1,0,164074.89,0,5,3,643,0
448,765,2,0,33,5,84557.82,1,1,1,69039.43,0,1,2,927,0
449,508,0,1,49,1,93817.41,2,1,1,132468.76,1,5,0,757,1
450,637,0,0,33,9,113913.53,1,0,1,65316.5,0,1,2,705,0
451,667,1,0,44,5,140406.68,2,0,1,57164.19,0,1,2,273,0
452,575,2,0,22,8,105229.34,1,1,1,34397.08,0,1,1,806,0
453,744,2,0,46,1,0.0,3,1,1,177431.59,1,4,2,846,1
454,567,0,0,41,9,137891.35,1,1,0,142009.46,1,4,0,990,1
455,502,0,0,35,6,0.0,2,1,1,80618.47,0,5,2,808,0
456,609,0,0,53,6,0.0,2,1,1,124218.27,0,3,1,645,0
457,715,0,1,37,9,165252.52,1,1,0,85286.3,0,2,2,612,0
458,541,0,1,32,8,0.0,2,0,0,40889.14,0,5,2,725,0
459,850,0,0,71,4,0.0,2,1,1,107236.87,0,3,2,518,0
460,595,2,1,23,7,0.0,2,1,1,168085.97,0,5,2,487,0
461,650,1,0,28,5,122034.4,3,0,1,146663.43,1,4,0,240,1
462,625,0,0,44,7,0.0,1,1,0,4791.8,0,3,3,801,0
463,817,0,1,59,1,118962.58,1,1,1,120819.58,0,3,1,949,0
464,526,2,1,49,2,0.0,1,1,0,114539.67,1,2,0,948,1
465,850,0,0,34,4,71379.53,2,1,1,154000.99,0,4,0,827,0
466,598,0,0,40,2,171178.25,1,1,0,137980.58,1,1,3,949,1
467,613,0,1,36,9,131307.11,1,0,0,83343.73,0,4,2,336,0
468,709,2,1,62,3,0.0,2,1,1,82195.15,0,4,3,557,0
469,678,2,0,27,5,87099.85,2,1,0,149550.95,0,2,3,957,0
470,720,0,1,71,5,183135.39,2,1,1,197688.5,0,2,0,723,0
471,662,0,1,26,0,0.0,2,0,1,72929.96,0,1,3,537,0
472,525,0,1,51,10,0.0,3,1,0,171045.35,1,2,2,242,1
473,662,0,1,31,3,0.0,2,0,1,27731.05,0,2,3,241,0
474,770,0,0,33,6,0.0,2,1,1,126131.9,0,2,0,497,0
475,721,2,0,33,4,72535.45,1,1,1,103931.49,0,5,1,739,0
476,633,1,1,58,2,128137.42,2,1,0,147635.33,1,4,2,681,1
477,701,0,1,51,9,0.0,2,0,0,61961.57,0,2,0,577,0
478,556,1,1,42,0,115915.53,2,0,1,125435.47,1,5,0,569,1
479,639,0,1,66,0,0.0,2,0,1,42240.54,0,3,3,877,0
480,632,0,1,50,2,0.0,2,0,0,57942.88,0,1,2,419,0
481,456,0,1,29,5,107000.49,1,1,1,153419.62,0,4,0,405,0
482,729,2,0,38,10,0.0,2,1,0,189727.12,0,1,2,975,0
483,632,0,0,34,2,0.0,2,0,0,165385.55,0,4,3,521,0
484,433,2,1,34,9,152806.74,1,1,0,19687.99,0,5,0,398,0
485,802,0,0,60,3,92887.06,1,1,0,39473.63,1,4,2,848,1
486,670,0,1,25,7,0.0,2,1,1,144723.38,0,2,1,940,0
487,738,1,0,40,6,114940.67,2,1,1,194895.57,1,1,3,471,1
488,706,1,1,34,0,140641.26,2,1,1,77271.91,0,3,1,288,0
489,592,1,0,70,5,71816.74,2,1,0,105096.82,1,1,0,255,1
490,522,0,0,41,7,0.0,2,0,1,176780.39,0,2,1,303,0
491,746,0,1,48,5,165282.42,1,1,0,153786.46,1,4,3,512,1
492,651,2,1,42,2,143145.87,2,1,0,43612.06,0,4,3,288,0
493,494,0,1,28,9,114731.76,2,0,1,79479.74,0,1,2,261,0
494,753,1,0,46,9,113909.69,3,1,0,92320.37,1,3,2,314,1
495,671,1,1,36,2,116695.27,1,0,0,193201.86,0,3,1,895,0
496,696,0,1,42,4,0.0,1,0,0,126353.13,1,3,1,255,1
497,577,2,1,43,3,0.0,2,1,1,135008.92,0,2,2,524,0
498,587,0,1,36,1,0.0,2,0,1,17135.6,0,1,1,937,0
499,712,1,1,37,7,93978.96,2,1,0,60651.77,0,1,2,313,0
500,498,1,1,35,2,121968.11,2,0,1,188343.05,0,1,1,563,0
501,660,0,1,37,2,97324.91,1,1,0,23291.83,0,2,0,942,0
502,678,2,1,29,6,0.0,2,1,0,64443.75,0,3,1,775,0
503,530,0,1,37,8,0.0,2,1,1,287.99,0,4,0,605,0
504,559,0,0,48,2,0.0,2,0,1,137961.41,0,3,1,640,0
505,624,0,1,42,3,145155.37,1,1,0,72169.95,1,2,2,833,1
506,592,0,1,28,5,137222.77,1,0,0,39608.58,0,4,0,282,0
507,767,0,1,48,9,0.0,2,0,1,175458.21,0,5,0,741,0
508,653,1,0,38,5,114268.22,2,1,1,89524.83,0,1,2,693,0
509,678,2,1,27,2,0.0,2,1,1,13221.25,0,4,1,1000,0
510,586,2,0,42,2,0.0,1,1,0,102889.34,0,3,2,338,0
511,550,0,0,40,8,150490.32,1,0,0,166468.21,1,4,0,572,1
512,643,1,1,28,9,160858.13,2,1,0,27149.27,0,4,0,349,0
513,612,2,1,39,5,170288.38,1,1,1,59601.15,0,4,1,295,0
514,674,1,0,27,4,111568.01,1,0,1,22026.18,0,4,0,666,0
515,657,2,1,29,7,83889.03,1,1,0,153059.62,0,3,3,682,0
516,724,1,0,35,0,171982.95,2,0,1,167313.07,0,2,1,745,0
517,500,0,0,34,4,0.0,2,1,0,12833.96,0,2,0,747,0
518,688,0,1,20,8,137624.4,2,1,1,197582.79,0,4,1,742,0
519,599,0,1,50,3,121159.65,1,0,0,4033.39,1,2,3,435,1
520,631,0,1,29,7,0.0,2,0,1,125877.22,0,3,0,617,0
521,634,2,1,52,1,0.0,2,1,1,176913.42,0,4,2,928,0
522,545,0,1,37,3,91184.01,1,1,0,105476.65,0,1,1,276,0
523,644,2,1,18,8,0.0,2,1,0,59172.42,0,4,0,975,0
524,690,1,0,54,1,144027.8,1,1,1,108731.02,1,5,3,480,1
525,711,0,0,34,6,0.0,2,1,1,175310.38,0,2,0,408,0
526,712,0,0,29,8,140170.61,1,1,1,38170.04,0,2,2,590,0
527,627,0,1,27,1,62092.9,1,1,1,105887.04,0,4,0,470,0
528,694,2,1,39,3,0.0,1,1,1,95625.03,0,3,3,550,0
529,534,2,1,35,4,0.0,2,0,0,9541.15,0,2,2,784,0
530,603,0,1,45,9,0.0,1,0,0,148516.79,0,5,2,593,0
531,808,0,0,33,2,103516.87,1,1,0,113907.8,0,1,3,834,0
532,723,2,1,30,1,0.0,3,1,0,164647.72,1,3,3,421,1
533,585,0,0,35,2,0.0,2,1,0,98621.04,1,2,0,622,1
534,706,0,1,34,8,0.0,2,1,1,37479.97,0,1,0,798,0
535,671,0,0,31,6,0.0,2,1,1,15846.42,0,1,1,508,0
536,597,2,1,43,2,85162.26,1,0,1,5104.08,1,1,3,507,1
537,646,0,0,43,8,143061.88,1,1,0,61937.6,0,5,0,320,0
538,801,2,0,46,6,0.0,2,1,1,170008.74,0,3,3,557,0
539,731,2,0,33,5,137388.01,2,1,0,165000.68,0,3,2,935,0
540,620,1,0,25,1,137712.01,1,1,1,76197.05,0,5,1,631,0
541,484,1,1,40,7,106901.42,2,0,0,118045.98,0,2,2,396,0
542,647,2,1,47,5,105603.21,2,1,1,157360.9,0,1,0,364,0
543,688,1,0,40,8,150679.71,2,0,1,196226.38,0,4,1,645,0
544,680,1,1,30,4,108300.27,2,0,1,44384.57,1,3,0,860,1
545,689,0,0,46,7,52016.08,2,1,1,72993.65,0,3,0,384,0
546,513,1,1,34,7,60515.13,1,0,0,124571.09,0,1,1,452,0
547,553,1,1,35,2,158584.28,2,1,0,43640.16,0,1,1,241,0
548,689,1,1,47,2,118812.5,2,0,0,31121.42,0,3,2,810,0
549,517,2,1,46,4,0.0,1,1,0,22372.78,0,1,2,465,0
550,731,0,1,37,8,0.0,2,1,1,170338.35,0,1,0,856,0
551,687,1,0,47,1,91219.29,1,0,0,158845.49,1,2,1,268,1
552,507,2,1,32,7,0.0,2,1,0,67926.18,0,5,3,506,0
553,468,0,0,22,1,76318.64,1,1,1,194783.12,0,5,1,819,0
554,682,2,0,58,4,0.0,1,1,0,176036.01,0,2,3,495,0
555,603,0,0,24,3,0.0,1,1,1,198826.03,1,5,3,652,1
556,522,1,1,25,1,111432.13,1,1,1,168683.57,0,4,1,963,0
557,629,2,1,41,10,150148.51,1,0,0,6936.27,0,2,0,799,0
558,729,0,0,32,7,38550.06,1,0,1,179230.23,0,4,0,302,0
559,574,0,0,39,5,119013.86,1,1,0,103421.91,0,4,0,904,0
560,677,1,0,39,0,111213.64,2,1,1,147578.26,0,5,3,667,0
561,627,1,1,28,5,71097.23,1,1,1,130504.49,0,2,0,621,0
562,788,2,1,36,10,109632.85,1,1,1,16149.13,0,4,1,283,0
563,697,0,1,63,7,148368.02,1,0,0,118862.08,1,5,0,505,1
564,578,0,1,45,1,148600.91,1,1,0,143397.14,1,4,3,478,1
565,519,0,1,48,10,71083.98,1,1,0,137959.0,0,2,3,824,0
566,632,0,0,40,9,139625.34,1,1,0,93702.96,1,5,0,709,1
567,679,0,0,39,4,0.0,1,0,0,172939.3,1,5,1,966,1
568,699,0,1,30,9,0.0,1,1,1,108162.13,0,4,0,239,0
569,615,0,1,64,0,81564.1,2,0,1,35896.09,0,3,3,586,0
570,622,2,1,36,9,0.0,2,1,1,104852.6,0,3,0,331,0
571,755,0,0,28,7,124540.28,1,0,1,188850.89,0,3,1,691,0
572,767,0,0,42,2,133616.39,1,1,0,28615.8,0,5,2,584,0
573,752,1,0,38,10,101648.5,2,1,0,172001.44,0,1,2,296,0
574,633,0,0,26,8,124281.84,1,1,1,60116.57,0,3,0,663,0
575,717,0,0,59,4,0.0,2,1,1,170528.63,0,1,0,359,0
576,585,2,1,45,0,0.0,2,0,0,189683.7,0,3,0,957,0
577,751,0,0,37,9,183613.66,2,0,0,49734.94,0,3,3,563,0
578,754,1,1,65,1,136186.44,1,1,1,121529.59,1,4,3,413,1
579,495,0,1,47,10,137682.68,1,1,0,71071.47,0,5,3,908,0
580,650,0,1,34,4,106005.54,1,0,1,142995.32,0,4,2,387,0
581,529,0,0,31,6,152310.55,1,1,0,13054.25,0,1,2,691,0
582,585,0,0,43,2,0.0,2,1,0,89402.54,0,4,1,705,0
583,668,2,1,32,1,134446.04,1,0,1,111241.37,0,4,2,503,0
584,591,0,0,38,2,142289.28,1,0,1,119638.85,0,5,2,392,0
585,731,0,1,19,6,0.0,2,1,1,151581.79,0,4,2,457,0
586,754,0,0,45,6,0.0,1,1,0,73881.68,1,2,3,560,1
587,650,1,0,46,9,149003.76,2,1,0,176902.83,0,3,1,880,0
588,588,1,1,41,2,131341.46,2,0,1,7034.94,0,2,2,306,0
589,712,2,0,29,7,77919.78,1,1,0,122547.58,0,3,3,983,0
590,691,0,0,34,7,0.0,2,0,1,161559.12,0,5,2,591,0
591,771,0,0,41,10,108309.0,4,1,1,137510.41,1,2,3,759,1
592,678,2,0,39,6,0.0,1,0,1,185366.56,0,4,1,965,0
593,719,2,0,40,9,0.0,2,1,0,182224.14,0,1,1,238,0
594,610,1,1,36,7,115462.02,1,0,1,42581.04,0,5,1,295,0
595,722,2,1,37,9,0.0,2,1,0,31921.95,0,4,1,379,0
596,758,1,0,23,5,122739.1,1,1,0,102460.84,1,5,1,546,1
597,709,0,0,32,2,0.0,2,0,0,109681.29,0,5,0,891,0
598,634,1,0,53,3,113781.5,2,1,1,106345.05,1,5,1,559,1
599,678,2,0,49,1,0.0,2,1,1,102472.9,0,1,1,502,0
600,633,0,1,35,3,0.0,2,1,1,36249.76,0,2,1,376,0
601,710,0,1,43,9,128284.45,1,1,0,32996.89,1,5,2,538,1
602,640,1,1,45,8,120591.19,1,0,0,195123.94,0,5,1,938,0
603,656,0,1,63,8,0.0,2,0,1,57014.43,0,5,0,742,0
604,551,0,0,59,2,166968.28,1,1,0,159483.76,1,4,3,654,1
605,786,2,0,39,7,0.0,2,0,0,100929.59,0,3,3,958,0
606,561,0,0,49,8,0.0,2,1,1,12513.07,0,1,3,517,0
607,807,2,1,42,5,0.0,2,1,1,74900.9,0,2,0,791,0
608,602,1,1,38,2,71667.97,2,0,0,137111.89,0,3,0,280,0
609,727,1,0,31,3,82729.47,2,1,0,60212.51,0,4,0,303,0
610,678,0,1,40,1,0.0,2,1,1,187343.4,0,3,2,505,0
611,730,0,1,23,8,0.0,2,1,0,183284.53,0,3,3,537,0
612,596,2,0,30,1,0.0,2,1,0,8125.39,0,1,0,951,0
613,686,1,1,39,3,129626.19,2,1,1,103220.56,0,5,2,813,0
614,684,1,0,26,2,114035.39,1,0,0,96885.19,0,4,2,383,0
615,797,1,1,32,1,151922.94,1,1,0,8877.06,0,2,1,848,0
616,658,0,0,39,4,0.0,1,1,1,147530.06,0,3,1,745,0
617,653,2,0,27,6,107751.68,2,1,1,33389.42,0,3,1,563,0
618,641,0,1,37,6,0.0,2,1,0,45309.24,0,5,0,940,0
619,656,2,0,41,6,101179.23,2,1,1,35230.61,0,2,1,239,0
620,750,2,0,36,6,0.0,2,1,1,59816.41,0,3,2,371,0
621,768,0,0,40,8,0.0,2,0,1,69080.46,0,5,1,334,0
622,568,0,1,33,7,0.0,2,1,0,143450.61,0,1,2,392,0
623,706,1,1,36,9,58571.18,2,1,0,40774.01,0,4,2,329,0
624,430,1,0,38,8,153058.64,1,1,0,99377.27,0,2,3,393,0
625,745,1,1,35,4,98270.34,1,1,0,133617.43,0,5,0,271,0
626,747,0,1,43,1,130788.71,1,0,1,101495.0,1,4,2,292,1
627,657,1,1,40,7,99165.84,1,0,1,119333.95,1,5,3,267,1
628,639,0,0,42,4,0.0,2,0,0,167682.37,0,2,1,968,0
629,704,0,1,44,3,0.0,2,0,1,152884.85,0,5,0,323,0
630,651,2,1,23,4,115636.05,2,1,0,70400.86,0,5,2,710,0
631,706,1,0,44,2,185932.18,2,1,0,65413.41,0,5,1,536,0
632,632,1,1,30,2,72549.0,2,0,1,182728.8,0,3,0,845,0
633,751,0,1,42,4,0.0,2,1,1,81442.6,0,2,0,997,0
634,767,0,0,35,2,0.0,2,0,0,144251.38,0,4,2,348,0
635,741,0,1,39,5,0.0,1,0,1,40207.06,0,1,3,933,0
636,651,1,1,29,3,121890.06,1,1,0,54530.51,1,1,1,499,1
637,601,0,1,46,2,99786.07,1,1,1,32683.88,1,1,3,284,1
638,520,0,1,34,3,0.0,2,1,1,104703.96,0,5,0,867,0
639,626,1,1,27,4,115084.53,2,0,1,26907.43,0,3,1,258,0
640,811,0,1,30,6,0.0,2,1,1,180591.32,0,2,3,227,0
641,730,0,0,32,9,127661.69,1,0,0,60905.51,0,3,0,542,0
642,604,1,0,47,4,118907.6,1,0,1,47777.15,1,3,2,808,1
643,499,1,0,44,6,77627.33,2,1,0,108222.68,0,4,2,545,0
644,754,2,1,40,2,160625.17,1,0,1,3554.63,0,1,0,816,0
645,716,2,0,29,8,0.0,2,0,0,78616.92,0,1,0,785,0
646,636,0,0,20,10,124266.86,1,0,0,100566.81,0,5,0,606,0
647,470,0,0,25,8,127974.06,2,1,1,183259.35,0,3,0,360,0
648,444,0,1,43,3,0.0,2,1,1,159131.21,0,4,2,979,0
649,809,2,0,48,2,0.0,1,1,0,160976.85,1,1,1,994,1
650,850,1,0,30,3,104911.35,2,1,1,42933.26,0,3,2,334,0
651,637,0,1,27,1,0.0,2,1,0,91291.2,0,4,1,304,0
652,512,0,1,43,1,0.0,2,1,1,52471.36,0,4,1,574,0
653,774,2,0,43,1,110646.54,1,0,0,108804.28,0,4,1,597,0
654,641,0,1,57,5,0.0,2,1,1,122449.18,0,3,3,720,0
655,586,1,1,42,6,126704.49,2,1,0,41682.3,0,4,1,233,0
656,611,0,1,30,9,0.0,2,1,1,148887.69,0,4,1,973,0
657,660,2,1,31,1,84560.04,1,1,1,137784.25,0,1,2,357,0
658,532,0,1,43,9,0.0,2,0,0,190573.91,1,3,2,559,1
659,557,1,0,38,2,129893.56,1,0,0,102076.03,0,2,2,823,0
660,730,2,1,25,5,167385.81,1,1,1,56307.51,0,5,2,452,0
661,535,0,0,27,6,0.0,2,0,1,49775.58,0,3,3,786,0
662,773,1,0,36,4,105858.71,1,0,1,4395.45,0,2,0,564,0
663,510,1,0,44,4,123070.89,1,1,0,28461.29,1,3,0,875,1
664,539,0,1,39,1,0.0,1,1,1,28184.7,0,5,2,445,0
665,690,2,0,48,2,0.0,2,1,1,3149.1,0,3,1,712,0
666,821,0,0,40,1,0.0,2,1,0,194273.12,0,5,3,935,0
667,687,1,1,35,1,125141.24,2,1,1,148537.07,0,3,3,299,0
668,557,0,0,46,4,96173.17,2,1,1,116378.31,0,5,1,689,0
669,532,2,0,37,5,0.0,2,0,1,6761.84,0,5,0,527,0
670,540,2,1,39,2,0.0,2,1,0,81995.92,0,4,0,868,0
671,705,0,0,55,8,0.0,2,1,1,14392.68,0,3,1,761,0
672,542,1,0,35,9,127543.11,2,1,0,468.94,1,4,3,732,1
673,706,0,1,38,1,0.0,2,1,0,122379.54,0,1,3,884,0
674,765,0,0,56,1,0.0,1,1,0,13228.93,1,3,2,944,1
675,529,0,1,67,8,103101.56,2,1,1,154002.02,1,5,2,572,1
676,714,0,1,54,7,126113.28,1,1,0,112777.38,0,3,1,699,0
677,582,0,1,41,1,40488.76,1,1,0,128528.83,0,4,1,734,0
678,609,1,0,40,10,137389.77,2,1,0,170122.22,0,1,1,988,0
679,518,0,0,28,9,85146.36,1,0,0,2803.89,0,4,3,275,0
680,791,1,1,35,5,129828.58,1,1,1,181918.26,1,4,0,249,1
681,747,0,1,42,4,80214.36,1,1,0,115241.96,1,5,3,387,1
682,565,0,0,40,2,0.0,2,1,1,129956.13,0,3,3,520,0
683,735,0,1,34,1,141796.43,1,1,0,45858.49,0,4,1,602,0
684,697,0,0,49,7,195238.29,4,0,1,131083.56,1,2,1,503,1
685,813,1,1,27,6,111348.15,1,1,0,46422.46,0,1,3,822,0
686,772,0,1,43,6,0.0,2,1,1,57675.88,0,5,2,807,0
687,606,0,0,71,8,0.0,2,1,1,169741.96,0,4,1,814,0
688,667,1,0,42,10,64404.26,2,0,0,26022.37,0,5,0,577,0
689,637,1,1,40,9,154309.67,1,1,1,125334.16,1,3,2,659,1
690,542,0,1,67,10,129431.36,1,0,1,21343.74,0,5,1,521,0
691,762,2,0,43,5,134204.67,1,1,1,139971.01,0,4,0,672,0
692,698,0,0,39,4,0.0,2,0,1,47455.82,0,5,3,639,0
693,850,0,0,32,8,0.0,2,1,1,55593.8,0,2,3,341,0
694,621,0,0,50,5,0.0,2,1,0,191756.54,1,5,0,344,1
695,671,1,0,48,9,116711.06,2,0,0,76373.38,0,1,3,489,0
696,775,0,1,31,9,0.0,2,1,0,169278.51,0,3,3,246,0
697,504,2,1,34,0,54980.81,1,1,1,136909.88,0,1,2,475,0
698,751,2,0,37,3,99773.85,2,1,0,54865.92,0,2,2,403,0
699,691,1,1,30,7,101231.77,2,0,0,156529.44,0,2,1,368,0
700,841,1,1,32,2,117070.21,1,1,0,113482.2,0,3,3,697,0
701,709,1,1,23,8,73314.04,2,1,0,63446.47,0,3,0,706,0
702,673,0,1,37,2,0.0,1,1,1,13624.02,0,2,1,307,0
703,541,0,1,37,9,212314.03,1,0,1,148814.54,0,1,0,369,0
704,661,0,0,31,3,136067.82,2,1,0,65567.91,0,3,1,796,0
705,784,2,0,42,2,109052.04,2,1,0,6409.55,0,5,1,985,0
706,742,0,0,35,2,79126.17,1,1,1,126997.53,0,3,0,974,0
707,850,2,0,55,7,0.0,1,0,0,171762.87,1,3,3,987,1
708,443,0,0,35,9,108308.0,1,1,0,129031.19,1,4,2,476,1
709,778,1,0,48,3,102290.56,2,1,0,182691.31,0,1,2,434,0
710,529,0,1,39,6,102025.08,2,1,0,12351.01,0,1,3,540,0
711,678,1,0,37,2,113383.07,1,1,1,135123.96,0,2,0,767,0
712,516,2,0,65,9,102541.1,1,1,0,181490.42,0,4,2,933,0
713,469,2,1,35,5,0.0,2,1,0,186490.37,0,4,3,698,0
714,786,2,1,40,6,0.0,2,0,0,41248.8,0,5,2,326,0
715,703,0,0,41,6,109941.51,1,1,0,116267.28,0,5,3,500,0
716,579,1,1,41,0,141749.68,1,0,1,9201.53,0,2,2,602,0
717,565,0,1,38,5,0.0,2,0,1,80630.32,0,5,2,441,0
718,443,0,1,44,2,0.0,1,1,0,159165.7,0,3,2,351,0
719,589,0,1,37,7,85146.48,2,1,0,86490.09,1,2,3,806,1
720,691,0,0,44,6,134066.1,2,1,1,197572.41,0,4,2,335,0
721,711,0,0,28,8,0.0,2,0,0,105159.89,0,2,1,459,0
722,775,2,1,27,4,0.0,1,1,1,40807.26,0,1,0,923,0
723,621,0,1,35,7,87619.29,1,1,0,143.34,0,2,0,270,0
724,350,0,1,51,10,0.0,1,1,1,125823.79,1,4,1,383,1
725,668,2,0,30,8,0.0,2,1,0,138465.7,0,5,2,443,0
726,633,2,1,27,3,0.0,2,1,0,44008.91,0,1,3,612,0
727,697,1,1,43,8,103409.16,1,1,0,66893.28,1,2,1,593,1
728,734,1,0,30,7,123040.38,1,1,1,76503.06,0,2,2,645,0
729,434,0,1,41,4,108128.52,1,0,1,56784.11,0,1,2,695,0
730,646,1,1,48,8,169023.33,2,1,1,175657.55,0,4,2,593,0
731,764,0,1,30,5,0.0,2,0,1,105155.66,0,3,0,876,0
732,727,2,0,41,10,0.0,2,0,1,47468.56,0,5,0,408,0
733,724,0,0,29,6,0.0,2,0,1,64729.51,0,5,3,957,0
734,749,2,1,42,9,222267.63,1,0,0,101108.85,1,4,1,763,1
735,706,1,0,47,10,144090.42,1,1,0,140938.95,1,5,0,240,1
736,728,0,1,30,10,114835.43,1,0,1,37662.49,0,5,2,548,0
